ID,cluster
48214,0
48226,0
48249,0
48271,0
48272,3
48277,1
48290,0
48300,0
48328,0
48339,0
48408,0
48413,0
48425,1
48436,1
48463,0
48483,1
48492,0
48501,0
48514,0
48537,0
48552,0
48565,0
48568,0
48571,0
48573,0
48575,0
48584,0
48608,3
48619,1
48654,0
48686,0
48688,3
48690,0
48714,1
48773,0
48784,1
48806,0
48808,1
48825,0
48847,1
48859,0
48860,0
48864,0
48878,1
48887,1
48911,1
48914,0
48918,3
48929,0
48932,1
48948,1
48957,0
48961,0
48973,3
48980,1
48991,0
49005,0
49006,1
49044,3
49051,1
49075,1
49079,0
49082,0
49085,1
49123,1
49131,0
49132,1
49174,1
49210,1
49226,1
49255,1
49271,0
49274,3
49278,0
49300,1
49301,1
49324,0
49339,1
49346,1
49358,1
49397,0
49398,0
49400,0
49408,1
49410,3
49426,0
49427,0
49429,0
49461,0
49462,0
49487,1
49502,0
49512,0
49527,0
49532,1
49550,0
49559,0
49573,1
49578,1
49580,1
49611,0
49649,0
49662,3
49665,1
49669,0
49681,1
